Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	stationaryDist[1]	stationaryDist[2]	tree_length
24624	-2104.918	-2256.649	151.7308	0.296	0.0124948	0.0364902	0.019283	0.0627618	0.0496932	0.0272265	0.0072476	0.00631638	0.128731	0.0547873	0.104651	0.110084	0.0818847	0.055893	0.0888006	0.110007	0.0433327	0.00280429	0.0174277	0.140806	0.0503639	0.0055128	0.0010223	0.00776795	0.00111213	0.0052375	0.00744418	0.00599158	0.000435383	0.00198517	0.00248698	0.00846911	0.0546719	0.0211267	0.0232137	0.0206714	0.018953	0.0160344	0.0200458	0.0281374	0.00520457	0.0248994	0.0221773	0.0419254	0.0125297	0.0887176	0.00664224	0.00417198	0.00780188	0.0481979	0.0209707	0.0582102	0.00748942	0.0354736	0.062933	2.47548e-06	0.001105	0.0340205	0.0106871	0.0400378	0.00857134	0.0225862	0.00938339	0.0230651	0.0603711	0.00664637	0.00449569	0.0147324	0.00583676	0.00281552	0.00553905	0.044211	0.0299884	0.00439898	0.010222	0.0094513	0.00987188	0.108171	0.0130132	0.0168419	0.0305436	0.0160379	0.0235362	0.0308943	0.13086	0.012299	0.00678593	0.0948907	0.0216645	0.0613118	0.3057991	1.694201	0.200442	0.456644	0.783059	1.27704	2.18989	4.98898	1.162139	5.540242	0.0945796	0.00399242	0.0116596	0.0061614	0.020054	0.0158782	0.00869955	0.00231579	0.00201825	0.0411327	0.0175059	0.0334387	0.0351746	0.0261643	0.0178592	0.0283741	0.0351501	0.0138459	0.000896043	0.0055686	0.044991	0.0160926	0.00176148	0.000326651	0.00248206	0.000355353	0.00167352	0.0023786	0.00191446	0.000139116	0.000634312	0.000794654	0.0027061	0.0174691	0.00675052	0.00741738	0.00660505	0.00605598	0.00512342	0.00640516	0.00899063	0.00166299	0.007956	0.00708621	0.0133963	0.00400355	0.0283475	0.00212237	0.00133306	0.0024929	0.0154005	0.00670068	0.0185996	0.00239306	0.0113347	0.0201087	7.90978e-07	0.000353075	0.0108704	0.00341482	0.0127931	0.00273876	0.00721688	0.00299823	0.00736989	0.0192901	0.00212369	0.00143649	0.00470737	0.00186499	0.000899631	0.00176987	0.0141265	0.00958205	0.00140559	0.00326618	0.00301993	0.00315432	0.0345634	0.00415806	0.00538141	0.00975947	0.00512451	0.00752041	0.0098715	0.0418131	0.00392985	0.00216828	0.03032	0.00692235	0.0195907	0.8471	0.1529	3.12964
24660	-2090.14	-2241.391	151.2514	0.292987	0.0455859	0.00973236	0.0306439	0.0372214	0.0965584	0.0583076	0.00998003	0.00418087	0.0497209	0.0595599	0.0910127	0.0771478	0.0401368	0.0227029	0.128352	0.0914057	0.0204073	0.000531312	0.0413123	0.289264	0.0401876	0.0113336	0.00162434	0.00758445	0.0114987	0.000664478	0.0153332	0.00424207	0.00140858	0.00227916	0.00730617	0.00152306	0.0247629	0.00545052	0.011701	0.0204228	0.010358	0.000615595	0.014877	0.0385135	0.00862995	0.0252712	0.031892	0.0258829	0.0196396	0.0921432	0.00170597	0.00445481	0.0195931	0.0359357	0.0688284	0.0607492	0.00452614	0.0273794	0.0711059	0.0828529	0.00517044	0.000480662	0.0475218	0.0477481	0.00493262	0.0103089	0.000900478	0.0140352	0.082522	0.017641	0.172666	0.0453854	0.0801055	0.000653167	0.0170315	0.0241015	0.0457902	0.0032087	0.016552	0.00408441	0.00202099	0.0110485	0.00787263	0.0958197	0.00764351	0.013721	0.00845979	0.20515	0.00409818	0.0144429	0.0498322	0.0634429	0.0133059	0.0202904	0.3218708	1.678129	0.202283	0.458685	0.784149	1.27527	2.18015	4.94358	1.155528	5.213673	0.0845071	0.0131485	0.00280713	0.00883869	0.0107358	0.0278506	0.0168178	0.00287857	0.0012059	0.0143411	0.017179	0.026251	0.0222519	0.0115768	0.00654826	0.0370208	0.0263644	0.00588612	0.000153247	0.0119158	0.0834332	0.0115914	0.00326898	0.000468513	0.0021876	0.00331659	0.000191657	0.0044226	0.00122355	0.00040628	0.000657385	0.00210734	0.0004393	0.00714244	0.00157211	0.00337495	0.00589059	0.00298759	0.000177558	0.00429102	0.0111086	0.00248916	0.00728903	0.0091987	0.00746547	0.00566469	0.0265771	0.000492058	0.00128491	0.00565127	0.010365	0.0198523	0.017522	0.00130548	0.00789712	0.0205092	0.0238975	0.00149132	0.000138639	0.0137068	0.0137721	0.00142273	0.00297343	0.000259727	0.0040482	0.023802	0.00508824	0.0498024	0.0130906	0.023105	0.000188394	0.00491243	0.00695166	0.0132074	0.000925492	0.00477413	0.00117807	0.000582919	0.00318673	0.00227072	0.0276375	0.00220464	0.00395758	0.00244008	0.0591719	0.00118205	0.00416579	0.0143732	0.018299	0.00383784	0.00585242	0.839065	0.160935	3.467016
24696	-2084.807	-2238.078	153.2716	0.170507	0.0234832	0.0212803	0.00378232	0.0642221	0.0319319	0.0389133	0.00941444	0.00155317	0.0418914	0.041538	0.0369375	0.0259824	0.0517631	0.0122	0.0563933	0.0430785	0.0177994	0.000428014	0.0222925	0.120176	0.0280675	0.00153472	0.00628196	0.00460863	0.00455189	0.00354256	0.00166927	0.00278797	0.000733541	0.000745768	0.00294707	0.00040886	0.0267054	0.00745317	0.0122941	0.021894	0.00744734	0.0053727	0.0154718	0.0227832	0.000565075	0.0224124	0.0207694	0.0171214	0.00599023	0.067585	0.00423544	0.00305966	0.016632	0.0244329	0.0118545	0.00738952	0.00545217	0.00775081	0.096324	0.0246163	0.00228445	0.000114059	0.0171135	0.0325607	0.00183646	0.00696579	0.00165558	0.015265	0.0350788	0.0184017	0.0836755	0.0228271	0.034676	0.000391135	0.00453296	0.0172206	0.0213309	0.00264028	0.0228606	0.0040773	0.000436558	0.00751822	0.00107411	0.00896521	0.018847	0.0249727	0.00607118	0.104748	0.00322015	0.0265783	0.0158744	0.0542975	0.00356191	0.00122537	0.3287624	1.671238	0.109873	0.340597	0.714608	1.39937	2.93602	9.10141	1.596846	5.083421	0.0864658	0.0119086	0.0107915	0.00191805	0.0325676	0.016193	0.0197333	0.00477416	0.000787628	0.0212435	0.0210643	0.0187314	0.0131759	0.0262496	0.00618673	0.0285976	0.0218456	0.00902626	0.00021705	0.0113047	0.0609426	0.0142333	0.000778272	0.00318564	0.00233708	0.00230831	0.00179647	0.000846501	0.00141381	0.000371986	0.000378186	0.00149449	0.000207337	0.0135426	0.00377958	0.00623447	0.0111027	0.00377662	0.00272455	0.00784591	0.0115536	0.000286555	0.0113656	0.0105324	0.00868244	0.00303771	0.034273	0.00214783	0.00155159	0.00843423	0.0123902	0.00601155	0.0037473	0.00276485	0.00393051	0.0488469	0.0124832	0.00115847	5.78402e-05	0.00867841	0.0165119	0.000931288	0.00353242	0.000839561	0.00774104	0.0177888	0.00933169	0.0424327	0.0115758	0.0175845	0.000198349	0.00229871	0.00873274	0.0108171	0.00133891	0.0115928	0.00206764	0.000221383	0.00381256	0.000544691	0.00454635	0.00955751	0.0126639	0.00307875	0.0531185	0.00163297	0.0134781	0.00805007	0.0275348	0.00180628	0.000621395	0.835619	0.164381	1.971959
24732	-2097.704	-2249.25	151.5469	0.238714	0.0437029	0.0178937	0.0207057	0.144773	0.100628	0.0843535	0.00160893	0.0046513	0.0405321	0.0377363	0.114589	0.0368155	0.0555831	0.0330006	0.0660459	0.189259	0.0178594	0.000759102	0.0372137	0.179445	0.0263175	0.0137243	0.00483557	0.00470331	0.01035	0.00125695	0.0154982	0.00604039	0.000219891	0.00412098	0.000780136	0.00780294	0.0300263	0.0385253	0.0240142	0.0132653	0.00652433	0.0111334	0.00991336	0.0510422	0.00445639	0.0105189	0.0561918	0.0410488	0.0234141	0.0869528	0.00180147	0.00564208	0.033976	0.080381	0.00944885	0.15357	0.0153502	0.00791319	0.11772	0.042927	0.00342901	0.00483032	0.0406764	0.0472694	0.0216667	0.0777721	0.00687453	0.0230678	0.0529866	0.0170505	0.108721	0.0260147	0.0271595	0.00272265	0.0168705	0.0484487	0.110493	0.016963	0.0750504	0.00279411	0.0158382	0.00742674	0.00654534	0.001775	0.0266249	0.0450894	0.0147716	0.152396	0.00146226	0.0315024	0.0570031	0.044852	0.00876109	0.0039231	0.4035578	1.596442	0.238605	0.497156	0.804102	1.24362	2.01144	4.19102	1.036118	3.95592	0.0665663	0.0121867	0.00498971	0.00577385	0.0403704	0.0280606	0.0235223	0.000448656	0.00129703	0.0113025	0.0105229	0.0319536	0.0102662	0.0154996	0.00920234	0.0184171	0.0527757	0.00498015	0.000211678	0.0103772	0.0500388	0.00733872	0.00382707	0.00134842	0.00131154	0.00288613	0.000350504	0.00432173	0.00168439	6.13174e-05	0.00114915	0.000217544	0.00217588	0.00837294	0.0107429	0.00669646	0.00369908	0.00181933	0.0031046	0.00276438	0.0142333	0.00124268	0.00293322	0.0156693	0.0114466	0.00652912	0.0242471	0.000502346	0.00157332	0.00947434	0.0224145	0.00263485	0.0428236	0.00428048	0.00220662	0.0328266	0.0119704	0.000956192	0.00134695	0.0113428	0.0131812	0.00604185	0.021687	0.00191699	0.00643253	0.0147755	0.00475461	0.0303173	0.00725431	0.00757352	0.000759221	0.00470439	0.0135101	0.0308113	0.0047302	0.0209281	0.000779149	0.00441653	0.00207097	0.00182519	0.000494965	0.00742446	0.0125733	0.00411911	0.0424962	0.000407755	0.00878455	0.0158955	0.0125072	0.00244306	0.00109397	0.798221	0.201779	3.586109
24768	-2088.641	-2241.045	152.4046	0.230308	0.0260661	0.0182786	0.00249516	0.053182	0.0522596	0.0808363	0.0107372	0.00689694	0.0348007	0.065231	0.06382	0.0697131	0.0542579	0.0149259	0.0692357	0.102677	0.038396	0.00323211	0.0440684	0.144664	0.0335567	0.000121187	0.0108327	0.000149177	0.00635424	0.00446595	0.000911215	0.00286045	0.00119918	0.00386052	0.00095455	0.0051773	0.0227404	0.016815	0.0140868	0.020212	0.00605013	0.0115806	0.0144083	0.0336701	0.00122397	0.0296051	0.0472937	0.0383101	0.0241009	0.107725	0.00898413	0.000593208	0.00660622	0.0341581	0.0411936	0.0116877	0.0123856	0.0045082	0.0655192	0.0429331	0.00224138	0.00160884	0.0299395	0.0227809	0.0202199	0.0516393	0.0107818	0.014495	0.0700501	0.0408557	0.140861	0.0304885	0.092469	0.010244	0.00551423	0.0346797	0.077145	0.0189736	0.0706299	0.00625439	0.00147724	0.0238392	0.0046824	0.0143452	0.0314714	0.0228846	0.0194898	0.182447	0.00634113	0.0314006	0.0123737	0.0116088	0.00586919	0.00762381	0.4417185	1.558282	0.160372	0.40958	0.756932	1.32112	2.44152	6.23551	1.323404	3.527771	0.0767528	0.00868685	0.00609155	0.000831542	0.0177235	0.0174162	0.0269397	0.0035783	0.00229849	0.0115977	0.021739	0.0212688	0.0232327	0.0180821	0.00497424	0.0230736	0.0342184	0.0127959	0.00107714	0.0146863	0.048211	0.0111832	4.0387e-05	0.00361013	4.97152e-05	0.00211763	0.00148833	0.000303673	0.000953279	0.00039964	0.00128657	0.000318115	0.0017254	0.00757853	0.00560379	0.00469459	0.0067359	0.00201628	0.00385939	0.00480173	0.011221	0.000407903	0.00986625	0.0157612	0.0127673	0.0080319	0.0359006	0.00299407	0.000197694	0.0022016	0.0113836	0.0137283	0.00389507	0.00412764	0.00150241	0.0218351	0.014308	0.000746967	0.000536166	0.00997771	0.00759203	0.00673853	0.0172094	0.00359315	0.00483062	0.0233451	0.0136157	0.0469435	0.0101607	0.0308164	0.00341392	0.00183769	0.0115574	0.0257095	0.00632319	0.0235383	0.00208435	0.000492309	0.00794469	0.00156046	0.00478073	0.0104882	0.00762657	0.0064952	0.0608028	0.00211326	0.0104646	0.00412369	0.00386876	0.00195598	0.00254073	0.779141	0.220859	3.000641
24804	-2097.181	-2247.809	150.6273	0.19215	0.0482992	0.0444612	0.0375906	0.0464581	0.0675997	0.104614	0.0217218	0.00592914	0.059648	0.0515262	0.133848	0.0430745	0.000870271	0.05956	0.0518315	0.0861549	0.0531033	0.00129693	0.058544	0.235495	0.0344842	0.000569357	0.0407119	0.00457677	0.00256299	0.000235265	0.00406607	0.0029043	0.00567972	0.00220096	0.00430131	0.00356331	0.032083	0.0230369	0.0176535	0.0140533	0.00763429	0.00654535	0.0306436	0.0308448	0.00303618	0.00755472	0.0431403	0.0390833	0.0246042	0.104486	0.00488169	7.60616e-05	0.0293271	0.14505	0.0765138	0.0767644	0.0223012	0.00564797	0.0949868	0.0398484	0.00996202	0.0183598	0.038707	0.0234369	0.0481553	0.0439913	0.00857045	0.0214266	0.0576493	0.00444285	0.231264	0.0775192	0.119923	0.00524656	0.00241577	0.0519314	0.0824203	0.0138062	0.0782133	0.00681227	0.00974916	0.00773536	0.00215382	0.0659874	0.019948	0.066068	0.0300157	0.217627	0.00654622	0.0953961	0.0218686	0.00484072	0.0045973	0.0147318	0.3488234	1.651177	0.199658	0.455772	0.782592	1.2778	2.19408	5.00858	1.164974	4.73356	0.0492574	0.0123814	0.0113975	0.00963627	0.0119094	0.017329	0.0268176	0.00556834	0.00151992	0.0152906	0.0132086	0.0343116	0.0110421	0.000223092	0.0152681	0.0132869	0.0220856	0.0136129	0.000332464	0.0150076	0.0603687	0.00883996	0.000145953	0.0104364	0.00117325	0.000657017	6.03096e-05	0.00104233	0.00074451	0.00145599	0.000564212	0.00110263	0.000913446	0.00822442	0.00590547	0.00452544	0.00360254	0.00195703	0.00167789	0.00785542	0.00790699	0.000778317	0.00193664	0.0110589	0.0100189	0.00630723	0.0267847	0.00125141	1.94982e-05	0.00751793	0.0371833	0.0196142	0.0196784	0.00571687	0.00144785	0.0243497	0.010215	0.00255374	0.0047065	0.00992246	0.00600801	0.0123445	0.0112771	0.00219702	0.00549267	0.0147783	0.00113891	0.059284	0.0198719	0.030742	0.00134494	0.000619278	0.0133125	0.0211283	0.0035392	0.0200498	0.00174631	0.00249918	0.00198294	0.000552128	0.0169157	0.00511362	0.0169364	0.00769447	0.0557882	0.00167811	0.0244546	0.00560596	0.00124091	0.00117851	0.00377646	0.825588	0.174412	3.900948
24840	-2093.342	-2244.595	151.2528	0.199938	0.00464141	0.0618436	0.0494293	0.0644605	0.135192	0.0977948	0.0347152	0.000228024	0.0864864	0.0245637	0.117568	0.0454891	0.00954547	0.0679919	0.141948	0.108906	0.0475112	0.00604282	0.0392116	0.14274	0.0552506	0.0145321	0.00496438	0.00504986	0.0073366	0.00101291	0.00928426	0.0111306	0.00831838	0.0103265	0.0100027	0.000509983	0.0252647	0.0153743	0.0197204	0.0226561	0.00546009	0.0332487	0.0218366	0.0331741	0.00281887	0.0249642	0.0428129	0.0388658	0.0471306	0.0984594	0.000769794	0.00555379	0.00452022	0.072483	0.0429596	0.0112808	0.00906361	0.00313558	0.119964	0.122456	0.000790832	0.0033286	0.0224453	0.0448599	0.0183591	0.0525739	0.00740516	0.0258687	0.0344973	0.00243183	0.173787	0.0242534	0.136963	0.000884795	0.00152808	0.0760692	0.0487327	0.00545745	0.0488906	0.0015877	0.00113716	0.00679451	0.00108322	0.0577428	0.0206954	0.057607	0.0342497	0.152997	0.000953245	0.0277886	0.0335569	0.00349204	0.00753966	0.00991006	0.3910441	1.608956	0.174274	0.426528	0.766568	1.30452	2.34451	5.73808	1.263292	4.114512	0.055628	0.00129136	0.0172065	0.0137525	0.0179346	0.037614	0.0272091	0.00965866	6.34423e-05	0.0240628	0.00683426	0.0327104	0.0126563	0.0026558	0.0189171	0.0394937	0.0303005	0.0132189	0.00168127	0.0109097	0.0397138	0.0153721	0.00404321	0.00138122	0.001405	0.00204123	0.000281818	0.00258312	0.00309683	0.00231439	0.00287311	0.002783	0.00014189	0.00702928	0.00427753	0.00548674	0.0063035	0.00151914	0.00925065	0.0060755	0.00922988	0.000784284	0.00694568	0.0119117	0.0108135	0.013113	0.027394	0.000214177	0.00154521	0.00125764	0.0201666	0.0119525	0.00313862	0.00252173	0.0008724	0.033377	0.0340704	0.00022003	0.000926102	0.00624488	0.0124812	0.00510797	0.0146274	0.00206031	0.00719735	0.00959805	0.000676598	0.0483521	0.00674792	0.0381067	0.000246173	0.000425153	0.0211644	0.0135587	0.0015184	0.0136026	0.00044174	0.000316389	0.00189041	0.000301381	0.0160655	0.00575799	0.0160278	0.00952914	0.0425678	0.000265217	0.00773151	0.0093364	0.000971576	0.00209773	0.00275724	0.804478	0.195522	3.594201
24876	-2102.432	-2254.414	151.9824	0.282118	0.0118119	0.0227736	0.0207974	0.080905	0.0950877	0.0679673	0.00953696	0.000133651	0.0352464	0.0137889	0.099296	0.0227728	0.0300221	0.048877	0.096265	0.132285	0.0383357	0.00652492	0.0131155	0.0992037	0.0229671	0.00447158	0.00320851	0.0142092	0.00744434	0.00737336	0.00116155	0.00351192	0.000615076	0.00246778	0.00247831	0.00501323	0.0175589	0.0210184	0.0153306	0.0146938	0.00343618	0.0090447	0.0179055	0.00858162	0.0221493	0.0238088	0.0539167	0.0358101	0.0141722	0.0676938	0.00179265	0.00197144	0.00260238	0.0334939	0.03833	0.0162494	0.00313098	0.0134445	0.0566589	0.0310658	0.00105581	0.00342532	0.0169483	0.0441041	0.0181649	0.0775855	0.00650846	0.00819685	0.000653791	0.00244587	0.167437	0.00764607	0.0587652	0.00210649	0.00703425	0.0106102	0.0545682	0.00733217	0.0457072	0.00157983	0.00232638	0.0135812	0.00178858	0.0807683	0.0100237	0.00186128	0.0154805	0.0955411	0.00165575	0.0132489	0.0194533	0.0105973	0.0103805	0.00748423	0.2719554	1.728045	0.125159	0.362936	0.728912	1.37191	2.75531	7.98985	1.502662	6.354146	0.106391	0.00445444	0.00858828	0.007843	0.0305105	0.035859	0.0256315	0.00359653	5.04018e-05	0.0132919	0.0052	0.037446	0.00858796	0.0113218	0.0184322	0.0363029	0.0498866	0.0144569	0.00246064	0.00494607	0.0374112	0.00866125	0.0016863	0.00120998	0.00535848	0.00280737	0.0027806	0.000438036	0.0013244	0.000231954	0.000930636	0.000934606	0.00189056	0.00662172	0.00792636	0.00578138	0.00554125	0.00129583	0.00341089	0.00675244	0.00323626	0.00835281	0.00897863	0.0203328	0.0135045	0.00534453	0.0255283	0.000676034	0.00074346	0.000981396	0.012631	0.0144548	0.0061279	0.00118074	0.0050701	0.0213669	0.0117154	0.00039816	0.00129174	0.00639146	0.0166323	0.00685023	0.0292586	0.00245444	0.00309115	0.000246554	0.000922373	0.063143	0.00288345	0.0221612	0.00079439	0.00265272	0.00400126	0.0205785	0.00276507	0.0172369	0.000595778	0.000877312	0.00512169	0.000674501	0.0304589	0.00378007	0.000701914	0.00583793	0.0360299	0.000624406	0.00499634	0.00733611	0.00399639	0.00391465	0.00282241	0.864022	0.135978	2.651714
24912	-2105.582	-2257.138	151.5557	0.211691	0.00110365	0.0157227	0.0473026	0.0651153	0.110035	0.0691823	0.00321071	0.0010614	0.0613369	0.0496321	0.0755708	0.0474648	0.0870101	0.0496887	0.0869227	0.0770207	0.0455391	0.00795617	0.0631687	0.188047	0.0206712	0.00799985	0.00231361	0.00798549	0.00652769	0.00829944	0.0123041	0.00742251	0.0121611	0.00151576	0.00175319	0.003704	0.0399729	0.0278626	0.026045	0.012873	0.0128442	0.0103873	0.0117464	0.0200517	0.023571	0.0471891	0.0310696	0.027015	0.0176067	0.0629029	0.019895	0.00525552	0.0143383	0.0651532	0.0419722	0.0297851	0.00917735	0.244754	0.0143509	0.00616642	0.0386886	0.00147199	0.0588789	0.0209267	0.0791787	0.0144444	0.0151528	0.0449231	0.0351516	0.012904	0.0037693	0.00357513	0.00212341	0.00253078	0.00221243	0.0958766	0.143567	0.00543731	0.0892684	0.0526349	0.0090869	0.0560665	0.0405874	0.0297171	0.010716	0.0128972	0.048973	0.0202555	0.00394454	0.00752218	0.00169897	0.0525015	0.0692826	0.00212606	0.3833366	1.616663	0.161841	0.411406	0.757983	1.31929	2.43069	6.17891	1.316811	4.217348	0.0628812	0.000327833	0.00467033	0.0140509	0.0193421	0.0326851	0.0205501	0.000953719	0.000315283	0.0182197	0.0147429	0.0224478	0.0140991	0.0258457	0.0147597	0.0258198	0.0228785	0.0135271	0.00236332	0.0187638	0.0558581	0.00614023	0.0023763	0.000687241	0.00237203	0.001939	0.00246529	0.00365484	0.0022048	0.00361238	0.000450247	0.000520774	0.00110025	0.0118737	0.00827639	0.00773648	0.00382382	0.00381528	0.00308547	0.00348919	0.00595622	0.00700159	0.0140172	0.00922901	0.00802462	0.00522995	0.0186849	0.00590968	0.00156112	0.00425909	0.0193533	0.0124675	0.00884746	0.00272607	0.0727023	0.00426283	0.00183169	0.0114922	0.000437244	0.0174896	0.00621612	0.0235195	0.00429062	0.00450103	0.0133441	0.0104415	0.00383306	0.00111965	0.00106197	0.000630745	0.00075175	0.000657187	0.0284795	0.0426454	0.00161512	0.0265166	0.0156348	0.0026992	0.0166542	0.0120562	0.00882726	0.00318311	0.00383102	0.0145471	0.00601676	0.0011717	0.00223441	0.000504668	0.0155952	0.0205799	0.00063153	0.808332	0.191668	3.366516
24948	-2109.146	-2260.29	151.1446	0.18848	0.0301405	0.00873662	0.0614962	0.129879	0.1519	0.0886576	0.014463	0.0284086	0.105551	0.0657689	0.117718	0.0658769	0.175068	0.0745702	0.0976605	0.110222	0.0744729	0.00395979	0.0224695	0.18445	0.0596157	0.0110179	0.00300559	0.00242632	0.0034249	0.00406941	0.00388767	0.0145937	0.00110595	0.00142728	0.000230089	0.00262685	0.0252723	0.029538	0.0164291	0.0302248	0.0276216	0.0103553	0.0204132	0.0368417	0.0159226	0.0490014	0.0307482	0.0544897	0.0149043	0.11182	0.000460504	0.0245798	0.0298873	0.0118568	0.00602161	0.0721447	0.0142166	0.0547714	0.0885906	0.0141306	0.00201818	0.00958595	0.0337832	0.0617117	0.00178727	0.0706553	0.00574292	0.025633	0.0337988	0.0197031	0.216361	0.050733	0.0338599	0.013021	0.0355675	0.000202932	0.0685428	0.00675404	0.0270203	0.0142338	0.0145781	0.00159989	0.00482391	0.0409269	0.0116869	0.00142136	0.0113987	0.157304	0.00444903	0.0177393	0.0423979	0.0239507	0.0120249	0.00394733	0.4025346	1.597465	0.216951	0.474615	0.792546	1.26176	2.10697	4.60934	1.10491	3.968518	0.0499075	0.00798089	0.00231336	0.0162835	0.0343905	0.0402215	0.0234756	0.00382964	0.00752228	0.0279488	0.0174149	0.0311705	0.0174435	0.046356	0.0197454	0.0258595	0.0291857	0.0197196	0.00104851	0.00594968	0.0488404	0.0157856	0.00291741	0.000795848	0.000642463	0.000906877	0.00107754	0.00102941	0.00386424	0.000292843	0.000377927	6.09252e-05	0.000695561	0.00669184	0.00782134	0.00435025	0.0080032	0.00731391	0.00274198	0.00540519	0.00975529	0.00421614	0.0129751	0.00814178	0.0144283	0.00394651	0.0296088	0.000121936	0.00650846	0.00791383	0.00313955	0.00159446	0.0191031	0.00376441	0.0145029	0.0234578	0.00374164	0.000534392	0.00253826	0.00894542	0.0163406	0.00047325	0.0187088	0.00152066	0.00678733	0.00894956	0.00521717	0.0572901	0.0134336	0.00896574	0.00344781	0.00941789	5.37343e-05	0.0181494	0.0017884	0.00715468	0.00376897	0.00386012	0.000423634	0.00127732	0.010837	0.00309456	0.000376361	0.00301825	0.0416525	0.00117806	0.00469719	0.0112265	0.00634189	0.00318406	0.00104521	0.798733	0.201267	3.776588
